date,day,quarter,package,browser_rum_downloads
2024-12-18,2024-12-18,2024Q4,@datadog/browser-rum,354714
2024-12-19,2024-12-19,2024Q4,@datadog/browser-rum,334401
2024-12-20,2024-12-20,2024Q4,@datadog/browser-rum,262944
2024-12-21,2024-12-21,2024Q4,@datadog/browser-rum,38258
2024-12-22,2024-12-22,2024Q4,@datadog/browser-rum,31408
2024-12-23,2024-12-23,2024Q4,@datadog/browser-rum,179256
2024-12-24,2024-12-24,2024Q4,@datadog/browser-rum,113336
2024-12-25,2024-12-25,2024Q4,@datadog/browser-rum,52256
2024-12-26,2024-12-26,2024Q4,@datadog/browser-rum,107146
2024-12-27,2024-12-27,2024Q4,@datadog/browser-rum,117477
2024-12-28,2024-12-28,2024Q4,@datadog/browser-rum,27542
2024-12-29,2024-12-29,2024Q4,@datadog/browser-rum,26595
2024-12-30,2024-12-30,2024Q4,@datadog/browser-rum,128829
2024-12-31,2024-12-31,2024Q4,@datadog/browser-rum,94504
2025-01-01,2025-01-01,2025Q1,@datadog/browser-rum,35180
2025-01-02,2025-01-02,2025Q1,@datadog/browser-rum,185778
2025-01-03,2025-01-03,2025Q1,@datadog/browser-rum,196557
2025-01-04,2025-01-04,2025Q1,@datadog/browser-rum,34223
2025-01-05,2025-01-05,2025Q1,@datadog/browser-rum,30485
2025-01-06,2025-01-06,2025Q1,@datadog/browser-rum,274515
2025-01-07,2025-01-07,2025Q1,@datadog/browser-rum,319854
2025-01-08,2025-01-08,2025Q1,@datadog/browser-rum,330760
2025-01-09,2025-01-09,2025Q1,@datadog/browser-rum,329233
2025-01-10,2025-01-10,2025Q1,@datadog/browser-rum,294634
2025-01-11,2025-01-11,2025Q1,@datadog/browser-rum,43817
2025-01-12,2025-01-12,2025Q1,@datadog/browser-rum,39255
2025-01-13,2025-01-13,2025Q1,@datadog/browser-rum,303259
2025-01-14,2025-01-14,2025Q1,@datadog/browser-rum,333821
2025-01-15,2025-01-15,2025Q1,@datadog/browser-rum,336387
2025-01-16,2025-01-16,2025Q1,@datadog/browser-rum,336499
2025-01-17,2025-01-17,2025Q1,@datadog/browser-rum,310576
2025-01-18,2025-01-18,2025Q1,@datadog/browser-rum,46002
2025-01-19,2025-01-19,2025Q1,@datadog/browser-rum,41832
2025-01-20,2025-01-20,2025Q1,@datadog/browser-rum,239047
2025-01-21,2025-01-21,2025Q1,@datadog/browser-rum,335273
2025-01-22,2025-01-22,2025Q1,@datadog/browser-rum,355999
2025-01-23,2025-01-23,2025Q1,@datadog/browser-rum,352218
2025-01-24,2025-01-24,2025Q1,@datadog/browser-rum,327484
2025-01-25,2025-01-25,2025Q1,@datadog/browser-rum,48429
2025-01-26,2025-01-26,2025Q1,@datadog/browser-rum,39809
2025-01-27,2025-01-27,2025Q1,@datadog/browser-rum,320270
2025-01-28,2025-01-28,2025Q1,@datadog/browser-rum,357422
2025-01-29,2025-01-29,2025Q1,@datadog/browser-rum,351109
2025-01-30,2025-01-30,2025Q1,@datadog/browser-rum,343782
2025-01-31,2025-01-31,2025Q1,@datadog/browser-rum,309462
2025-02-01,2025-02-01,2025Q1,@datadog/browser-rum,54461
2025-02-02,2025-02-02,2025Q1,@datadog/browser-rum,38429
2025-02-03,2025-02-03,2025Q1,@datadog/browser-rum,346320
2025-02-04,2025-02-04,2025Q1,@datadog/browser-rum,364461
2025-02-05,2025-02-05,2025Q1,@datadog/browser-rum,363461
2025-02-06,2025-02-06,2025Q1,@datadog/browser-rum,366432
2025-02-07,2025-02-07,2025Q1,@datadog/browser-rum,324537
2025-02-08,2025-02-08,2025Q1,@datadog/browser-rum,44696
2025-02-09,2025-02-09,2025Q1,@datadog/browser-rum,37374
2025-02-10,2025-02-10,2025Q1,@datadog/browser-rum,344785
2025-02-11,2025-02-11,2025Q1,@datadog/browser-rum,360694
2025-02-12,2025-02-12,2025Q1,@datadog/browser-rum,373477
2025-02-13,2025-02-13,2025Q1,@datadog/browser-rum,378148
2025-02-14,2025-02-14,2025Q1,@datadog/browser-rum,325529
2025-02-15,2025-02-15,2025Q1,@datadog/browser-rum,43772
2025-02-16,2025-02-16,2025Q1,@datadog/browser-rum,39456
2025-02-17,2025-02-17,2025Q1,@datadog/browser-rum,253672
2025-02-18,2025-02-18,2025Q1,@datadog/browser-rum,357958
2025-02-19,2025-02-19,2025Q1,@datadog/browser-rum,381127
2025-02-20,2025-02-20,2025Q1,@datadog/browser-rum,361684
2025-02-21,2025-02-21,2025Q1,@datadog/browser-rum,322220
2025-02-22,2025-02-22,2025Q1,@datadog/browser-rum,47050
2025-02-23,2025-02-23,2025Q1,@datadog/browser-rum,41120
2025-02-24,2025-02-24,2025Q1,@datadog/browser-rum,349236
2025-02-25,2025-02-25,2025Q1,@datadog/browser-rum,389552
2025-02-26,2025-02-26,2025Q1,@datadog/browser-rum,380382
2025-02-27,2025-02-27,2025Q1,@datadog/browser-rum,384346
2025-02-28,2025-02-28,2025Q1,@datadog/browser-rum,328884
2025-03-01,2025-03-01,2025Q1,@datadog/browser-rum,53087
2025-03-02,2025-03-02,2025Q1,@datadog/browser-rum,39498
2025-03-03,2025-03-03,2025Q1,@datadog/browser-rum,343126
2025-03-04,2025-03-04,2025Q1,@datadog/browser-rum,370591
2025-03-05,2025-03-05,2025Q1,@datadog/browser-rum,369931
2025-03-06,2025-03-06,2025Q1,@datadog/browser-rum,385986
2025-03-07,2025-03-07,2025Q1,@datadog/browser-rum,356323
2025-03-08,2025-03-08,2025Q1,@datadog/browser-rum,52828
2025-03-09,2025-03-09,2025Q1,@datadog/browser-rum,39511
2025-03-10,2025-03-10,2025Q1,@datadog/browser-rum,376981
2025-03-11,2025-03-11,2025Q1,@datadog/browser-rum,411859
2025-03-12,2025-03-12,2025Q1,@datadog/browser-rum,412932
2025-03-13,2025-03-13,2025Q1,@datadog/browser-rum,409697
2025-03-14,2025-03-14,2025Q1,@datadog/browser-rum,353084
2025-03-15,2025-03-15,2025Q1,@datadog/browser-rum,50602
2025-03-16,2025-03-16,2025Q1,@datadog/browser-rum,46130
2025-03-17,2025-03-17,2025Q1,@datadog/browser-rum,389977
2025-03-18,2025-03-18,2025Q1,@datadog/browser-rum,408833
2025-03-19,2025-03-19,2025Q1,@datadog/browser-rum,393565
2025-03-20,2025-03-20,2025Q1,@datadog/browser-rum,390282
2025-03-21,2025-03-21,2025Q1,@datadog/browser-rum,344182
2025-03-22,2025-03-22,2025Q1,@datadog/browser-rum,45018
2025-03-23,2025-03-23,2025Q1,@datadog/browser-rum,41406
2025-03-24,2025-03-24,2025Q1,@datadog/browser-rum,404892
2025-03-25,2025-03-25,2025Q1,@datadog/browser-rum,440531
2025-03-26,2025-03-26,2025Q1,@datadog/browser-rum,432135
2025-03-27,2025-03-27,2025Q1,@datadog/browser-rum,425517
2025-03-28,2025-03-28,2025Q1,@datadog/browser-rum,373462
2025-03-29,2025-03-29,2025Q1,@datadog/browser-rum,47231
2025-03-30,2025-03-30,2025Q1,@datadog/browser-rum,40554
2025-03-31,2025-03-31,2025Q1,@datadog/browser-rum,375636
2025-04-01,2025-04-01,2025Q2,@datadog/browser-rum,436001
2025-04-02,2025-04-02,2025Q2,@datadog/browser-rum,411883
2025-04-03,2025-04-03,2025Q2,@datadog/browser-rum,397560
2025-04-04,2025-04-04,2025Q2,@datadog/browser-rum,356536
2025-04-05,2025-04-05,2025Q2,@datadog/browser-rum,55771
2025-04-06,2025-04-06,2025Q2,@datadog/browser-rum,51889
2025-04-07,2025-04-07,2025Q2,@datadog/browser-rum,394049
2025-04-08,2025-04-08,2025Q2,@datadog/browser-rum,447500
2025-04-09,2025-04-09,2025Q2,@datadog/browser-rum,413699
2025-04-10,2025-04-10,2025Q2,@datadog/browser-rum,410361
2025-04-11,2025-04-11,2025Q2,@datadog/browser-rum,365032
2025-04-12,2025-04-12,2025Q2,@datadog/browser-rum,47099
2025-04-13,2025-04-13,2025Q2,@datadog/browser-rum,35597
2025-04-14,2025-04-14,2025Q2,@datadog/browser-rum,398509
2025-04-15,2025-04-15,2025Q2,@datadog/browser-rum,446415
2025-04-16,2025-04-16,2025Q2,@datadog/browser-rum,447373
2025-04-17,2025-04-17,2025Q2,@datadog/browser-rum,416468
2025-04-18,2025-04-18,2025Q2,@datadog/browser-rum,252134
2025-04-19,2025-04-19,2025Q2,@datadog/browser-rum,46257
2025-04-20,2025-04-20,2025Q2,@datadog/browser-rum,38131
2025-04-21,2025-04-21,2025Q2,@datadog/browser-rum,300803
2025-04-22,2025-04-22,2025Q2,@datadog/browser-rum,432429
2025-04-23,2025-04-23,2025Q2,@datadog/browser-rum,437575
2025-04-24,2025-04-24,2025Q2,@datadog/browser-rum,436458
2025-04-25,2025-04-25,2025Q2,@datadog/browser-rum,369315
2025-04-26,2025-04-26,2025Q2,@datadog/browser-rum,44837
2025-04-27,2025-04-27,2025Q2,@datadog/browser-rum,42869
2025-04-28,2025-04-28,2025Q2,@datadog/browser-rum,401974
2025-04-29,2025-04-29,2025Q2,@datadog/browser-rum,421781
2025-04-30,2025-04-30,2025Q2,@datadog/browser-rum,437371
2025-05-01,2025-05-01,2025Q2,@datadog/browser-rum,315322
2025-05-02,2025-05-02,2025Q2,@datadog/browser-rum,334187
2025-05-03,2025-05-03,2025Q2,@datadog/browser-rum,44371
2025-05-04,2025-05-04,2025Q2,@datadog/browser-rum,38088
2025-05-05,2025-05-05,2025Q2,@datadog/browser-rum,362549
2025-05-06,2025-05-06,2025Q2,@datadog/browser-rum,411539
2025-05-07,2025-05-07,2025Q2,@datadog/browser-rum,444207
2025-05-08,2025-05-08,2025Q2,@datadog/browser-rum,414905
2025-05-09,2025-05-09,2025Q2,@datadog/browser-rum,367462
2025-05-10,2025-05-10,2025Q2,@datadog/browser-rum,44703
2025-05-11,2025-05-11,2025Q2,@datadog/browser-rum,39530
2025-05-12,2025-05-12,2025Q2,@datadog/browser-rum,416176
2025-05-13,2025-05-13,2025Q2,@datadog/browser-rum,436988
2025-05-14,2025-05-14,2025Q2,@datadog/browser-rum,426548
2025-05-15,2025-05-15,2025Q2,@datadog/browser-rum,423517
2025-05-16,2025-05-16,2025Q2,@datadog/browser-rum,376243
2025-05-17,2025-05-17,2025Q2,@datadog/browser-rum,50190
2025-05-18,2025-05-18,2025Q2,@datadog/browser-rum,45557
2025-05-19,2025-05-19,2025Q2,@datadog/browser-rum,405584
2025-05-20,2025-05-20,2025Q2,@datadog/browser-rum,469834
2025-05-21,2025-05-21,2025Q2,@datadog/browser-rum,459223
2025-05-22,2025-05-22,2025Q2,@datadog/browser-rum,437516
2025-05-23,2025-05-23,2025Q2,@datadog/browser-rum,371764
2025-05-24,2025-05-24,2025Q2,@datadog/browser-rum,48107
2025-05-25,2025-05-25,2025Q2,@datadog/browser-rum,41648
2025-05-26,2025-05-26,2025Q2,@datadog/browser-rum,236773
2025-05-27,2025-05-27,2025Q2,@datadog/browser-rum,458577
2025-05-28,2025-05-28,2025Q2,@datadog/browser-rum,433949
2025-05-29,2025-05-29,2025Q2,@datadog/browser-rum,403981
2025-05-30,2025-05-30,2025Q2,@datadog/browser-rum,361633
2025-05-31,2025-05-31,2025Q2,@datadog/browser-rum,47810
2025-06-01,2025-06-01,2025Q2,@datadog/browser-rum,45101
2025-06-02,2025-06-02,2025Q2,@datadog/browser-rum,408762
2025-06-03,2025-06-03,2025Q2,@datadog/browser-rum,453860
2025-06-04,2025-06-04,2025Q2,@datadog/browser-rum,443153
2025-06-05,2025-06-05,2025Q2,@datadog/browser-rum,422543
2025-06-06,2025-06-06,2025Q2,@datadog/browser-rum,368523
2025-06-07,2025-06-07,2025Q2,@datadog/browser-rum,55470
2025-06-08,2025-06-08,2025Q2,@datadog/browser-rum,60166
2025-06-09,2025-06-09,2025Q2,@datadog/browser-rum,392022
2025-06-10,2025-06-10,2025Q2,@datadog/browser-rum,463657
2025-06-11,2025-06-11,2025Q2,@datadog/browser-rum,467381
2025-06-12,2025-06-12,2025Q2,@datadog/browser-rum,412907
2025-06-13,2025-06-13,2025Q2,@datadog/browser-rum,406015
2025-06-14,2025-06-14,2025Q2,@datadog/browser-rum,55461
2025-06-15,2025-06-15,2025Q2,@datadog/browser-rum,56992
2025-06-16,2025-06-16,2025Q2,@datadog/browser-rum,471120
2025-06-17,2025-06-17,2025Q2,@datadog/browser-rum,470428
2025-06-18,2025-06-18,2025Q2,@datadog/browser-rum,523930
2025-06-19,2025-06-19,2025Q2,@datadog/browser-rum,307410
2025-06-20,2025-06-20,2025Q2,@datadog/browser-rum,343202
2025-06-21,2025-06-21,2025Q2,@datadog/browser-rum,54634
2025-06-22,2025-06-22,2025Q2,@datadog/browser-rum,52213
2025-06-23,2025-06-23,2025Q2,@datadog/browser-rum,437573
2025-06-24,2025-06-24,2025Q2,@datadog/browser-rum,455099
2025-06-25,2025-06-25,2025Q2,@datadog/browser-rum,454915
2025-06-26,2025-06-26,2025Q2,@datadog/browser-rum,440718
2025-06-27,2025-06-27,2025Q2,@datadog/browser-rum,377537
2025-06-28,2025-06-28,2025Q2,@datadog/browser-rum,53474
2025-06-29,2025-06-29,2025Q2,@datadog/browser-rum,47819
2025-06-30,2025-06-30,2025Q2,@datadog/browser-rum,415636
2025-07-01,2025-07-01,2025Q3,@datadog/browser-rum,437118
2025-07-02,2025-07-02,2025Q3,@datadog/browser-rum,459845
2025-07-03,2025-07-03,2025Q3,@datadog/browser-rum,418951
2025-07-04,2025-07-04,2025Q3,@datadog/browser-rum,265426
2025-07-05,2025-07-05,2025Q3,@datadog/browser-rum,48339
2025-07-06,2025-07-06,2025Q3,@datadog/browser-rum,44578
2025-07-07,2025-07-07,2025Q3,@datadog/browser-rum,442914
2025-07-08,2025-07-08,2025Q3,@datadog/browser-rum,471039
2025-07-09,2025-07-09,2025Q3,@datadog/browser-rum,442610
2025-07-10,2025-07-10,2025Q3,@datadog/browser-rum,440369
2025-07-11,2025-07-11,2025Q3,@datadog/browser-rum,401450
2025-07-12,2025-07-12,2025Q3,@datadog/browser-rum,50894
2025-07-13,2025-07-13,2025Q3,@datadog/browser-rum,46782
2025-07-14,2025-07-14,2025Q3,@datadog/browser-rum,414319
2025-07-15,2025-07-15,2025Q3,@datadog/browser-rum,460862
2025-07-16,2025-07-16,2025Q3,@datadog/browser-rum,455022
2025-07-17,2025-07-17,2025Q3,@datadog/browser-rum,444140
2025-07-18,2025-07-18,2025Q3,@datadog/browser-rum,390139
2025-07-19,2025-07-19,2025Q3,@datadog/browser-rum,57896
2025-07-20,2025-07-20,2025Q3,@datadog/browser-rum,51241
2025-07-21,2025-07-21,2025Q3,@datadog/browser-rum,415752
2025-07-22,2025-07-22,2025Q3,@datadog/browser-rum,483088
2025-07-23,2025-07-23,2025Q3,@datadog/browser-rum,468170
2025-07-24,2025-07-24,2025Q3,@datadog/browser-rum,440154
2025-07-25,2025-07-25,2025Q3,@datadog/browser-rum,380333
2025-07-26,2025-07-26,2025Q3,@datadog/browser-rum,45758
2025-07-27,2025-07-27,2025Q3,@datadog/browser-rum,46046
2025-07-28,2025-07-28,2025Q3,@datadog/browser-rum,431257
2025-07-29,2025-07-29,2025Q3,@datadog/browser-rum,475528
2025-07-30,2025-07-30,2025Q3,@datadog/browser-rum,466587
2025-07-31,2025-07-31,2025Q3,@datadog/browser-rum,438233
2025-08-01,2025-08-01,2025Q3,@datadog/browser-rum,387077
2025-08-02,2025-08-02,2025Q3,@datadog/browser-rum,48856
2025-08-03,2025-08-03,2025Q3,@datadog/browser-rum,46864
2025-08-04,2025-08-04,2025Q3,@datadog/browser-rum,421114
2025-08-05,2025-08-05,2025Q3,@datadog/browser-rum,455115
2025-08-06,2025-08-06,2025Q3,@datadog/browser-rum,471372
2025-08-07,2025-08-07,2025Q3,@datadog/browser-rum,445096
2025-08-08,2025-08-08,2025Q3,@datadog/browser-rum,389267
2025-08-09,2025-08-09,2025Q3,@datadog/browser-rum,50344
2025-08-10,2025-08-10,2025Q3,@datadog/browser-rum,56212
2025-08-11,2025-08-11,2025Q3,@datadog/browser-rum,422430
2025-08-12,2025-08-12,2025Q3,@datadog/browser-rum,479201
2025-08-13,2025-08-13,2025Q3,@datadog/browser-rum,475707
2025-08-14,2025-08-14,2025Q3,@datadog/browser-rum,449103
2025-08-15,2025-08-15,2025Q3,@datadog/browser-rum,347607
2025-08-16,2025-08-16,2025Q3,@datadog/browser-rum,51471
2025-08-17,2025-08-17,2025Q3,@datadog/browser-rum,49516
2025-08-18,2025-08-18,2025Q3,@datadog/browser-rum,447892
2025-08-19,2025-08-19,2025Q3,@datadog/browser-rum,494319
2025-08-20,2025-08-20,2025Q3,@datadog/browser-rum,491985
2025-08-21,2025-08-21,2025Q3,@datadog/browser-rum,473002
2025-08-22,2025-08-22,2025Q3,@datadog/browser-rum,422912
2025-08-23,2025-08-23,2025Q3,@datadog/browser-rum,69328
2025-08-24,2025-08-24,2025Q3,@datadog/browser-rum,66912
2025-08-25,2025-08-25,2025Q3,@datadog/browser-rum,440660
2025-08-26,2025-08-26,2025Q3,@datadog/browser-rum,485160
2025-08-27,2025-08-27,2025Q3,@datadog/browser-rum,475458
2025-08-28,2025-08-28,2025Q3,@datadog/browser-rum,474035
2025-08-29,2025-08-29,2025Q3,@datadog/browser-rum,394789
2025-08-30,2025-08-30,2025Q3,@datadog/browser-rum,50463
2025-08-31,2025-08-31,2025Q3,@datadog/browser-rum,53277
2025-09-01,2025-09-01,2025Q3,@datadog/browser-rum,280313
2025-09-02,2025-09-02,2025Q3,@datadog/browser-rum,451002
2025-09-03,2025-09-03,2025Q3,@datadog/browser-rum,488033
2025-09-04,2025-09-04,2025Q3,@datadog/browser-rum,487638
2025-09-05,2025-09-05,2025Q3,@datadog/browser-rum,410878
2025-09-06,2025-09-06,2025Q3,@datadog/browser-rum,61152
2025-09-07,2025-09-07,2025Q3,@datadog/browser-rum,64304
2025-09-08,2025-09-08,2025Q3,@datadog/browser-rum,481561
2025-09-09,2025-09-09,2025Q3,@datadog/browser-rum,507263
2025-09-10,2025-09-10,2025Q3,@datadog/browser-rum,502108
2025-09-11,2025-09-11,2025Q3,@datadog/browser-rum,483954
2025-09-12,2025-09-12,2025Q3,@datadog/browser-rum,431052
2025-09-13,2025-09-13,2025Q3,@datadog/browser-rum,65516
2025-09-14,2025-09-14,2025Q3,@datadog/browser-rum,62216
2025-09-15,2025-09-15,2025Q3,@datadog/browser-rum,462427
2025-09-16,2025-09-16,2025Q3,@datadog/browser-rum,496834
2025-09-17,2025-09-17,2025Q3,@datadog/browser-rum,496886
2025-09-18,2025-09-18,2025Q3,@datadog/browser-rum,501279
2025-09-19,2025-09-19,2025Q3,@datadog/browser-rum,450393
2025-09-20,2025-09-20,2025Q3,@datadog/browser-rum,61998
2025-09-21,2025-09-21,2025Q3,@datadog/browser-rum,56771
2025-09-22,2025-09-22,2025Q3,@datadog/browser-rum,488865
2025-09-23,2025-09-23,2025Q3,@datadog/browser-rum,474804
2025-09-24,2025-09-24,2025Q3,@datadog/browser-rum,496014
2025-09-25,2025-09-25,2025Q3,@datadog/browser-rum,540595
2025-09-26,2025-09-26,2025Q3,@datadog/browser-rum,449399
2025-09-27,2025-09-27,2025Q3,@datadog/browser-rum,58336
2025-09-28,2025-09-28,2025Q3,@datadog/browser-rum,63049
2025-09-29,2025-09-29,2025Q3,@datadog/browser-rum,500525
2025-09-30,2025-09-30,2025Q3,@datadog/browser-rum,536344
2025-10-01,2025-10-01,2025Q4,@datadog/browser-rum,506160
2025-10-02,2025-10-02,2025Q4,@datadog/browser-rum,464937
2025-10-03,2025-10-03,2025Q4,@datadog/browser-rum,415138
2025-10-04,2025-10-04,2025Q4,@datadog/browser-rum,64635
2025-10-05,2025-10-05,2025Q4,@datadog/browser-rum,58860
2025-10-06,2025-10-06,2025Q4,@datadog/browser-rum,459676
2025-10-07,2025-10-07,2025Q4,@datadog/browser-rum,504541
2025-10-08,2025-10-08,2025Q4,@datadog/browser-rum,512653
2025-10-09,2025-10-09,2025Q4,@datadog/browser-rum,494267
2025-10-10,2025-10-10,2025Q4,@datadog/browser-rum,429709
2025-10-11,2025-10-11,2025Q4,@datadog/browser-rum,69265
2025-10-12,2025-10-12,2025Q4,@datadog/browser-rum,56312
2025-10-13,2025-10-13,2025Q4,@datadog/browser-rum,393534
2025-10-14,2025-10-14,2025Q4,@datadog/browser-rum,501489
2025-10-15,2025-10-15,2025Q4,@datadog/browser-rum,514760
2025-10-16,2025-10-16,2025Q4,@datadog/browser-rum,502851
2025-10-17,2025-10-17,2025Q4,@datadog/browser-rum,458501
2025-10-18,2025-10-18,2025Q4,@datadog/browser-rum,69141
2025-10-19,2025-10-19,2025Q4,@datadog/browser-rum,68112
2025-10-20,2025-10-20,2025Q4,@datadog/browser-rum,420061
2025-10-21,2025-10-21,2025Q4,@datadog/browser-rum,548883
2025-10-22,2025-10-22,2025Q4,@datadog/browser-rum,535042
2025-10-23,2025-10-23,2025Q4,@datadog/browser-rum,512329
2025-10-24,2025-10-24,2025Q4,@datadog/browser-rum,442379
2025-10-25,2025-10-25,2025Q4,@datadog/browser-rum,69930
2025-10-26,2025-10-26,2025Q4,@datadog/browser-rum,61926
2025-10-27,2025-10-27,2025Q4,@datadog/browser-rum,494652
2025-10-28,2025-10-28,2025Q4,@datadog/browser-rum,528920
2025-10-29,2025-10-29,2025Q4,@datadog/browser-rum,512750
2025-10-30,2025-10-30,2025Q4,@datadog/browser-rum,504860
2025-10-31,2025-10-31,2025Q4,@datadog/browser-rum,435802
2025-11-01,2025-11-01,2025Q4,@datadog/browser-rum,71590
2025-11-02,2025-11-02,2025Q4,@datadog/browser-rum,61248
2025-11-03,2025-11-03,2025Q4,@datadog/browser-rum,478562
2025-11-04,2025-11-04,2025Q4,@datadog/browser-rum,526985
2025-11-05,2025-11-05,2025Q4,@datadog/browser-rum,518282
2025-11-06,2025-11-06,2025Q4,@datadog/browser-rum,529471
2025-11-07,2025-11-07,2025Q4,@datadog/browser-rum,472271
2025-11-08,2025-11-08,2025Q4,@datadog/browser-rum,75324
2025-11-09,2025-11-09,2025Q4,@datadog/browser-rum,70155
2025-11-10,2025-11-10,2025Q4,@datadog/browser-rum,496344
2025-11-11,2025-11-11,2025Q4,@datadog/browser-rum,467033
2025-11-12,2025-11-12,2025Q4,@datadog/browser-rum,554435
2025-11-13,2025-11-13,2025Q4,@datadog/browser-rum,550588
2025-11-14,2025-11-14,2025Q4,@datadog/browser-rum,491398
2025-11-15,2025-11-15,2025Q4,@datadog/browser-rum,83981
2025-11-16,2025-11-16,2025Q4,@datadog/browser-rum,76172
2025-11-17,2025-11-17,2025Q4,@datadog/browser-rum,527169
2025-11-18,2025-11-18,2025Q4,@datadog/browser-rum,567465
2025-11-19,2025-11-19,2025Q4,@datadog/browser-rum,600213
2025-11-20,2025-11-20,2025Q4,@datadog/browser-rum,560587
2025-11-21,2025-11-21,2025Q4,@datadog/browser-rum,497803
2025-11-22,2025-11-22,2025Q4,@datadog/browser-rum,83104
2025-11-23,2025-11-23,2025Q4,@datadog/browser-rum,69568
2025-11-24,2025-11-24,2025Q4,@datadog/browser-rum,492896
2025-11-25,2025-11-25,2025Q4,@datadog/browser-rum,541660
2025-11-26,2025-11-26,2025Q4,@datadog/browser-rum,482378
2025-11-27,2025-11-27,2025Q4,@datadog/browser-rum,333461
2025-11-28,2025-11-28,2025Q4,@datadog/browser-rum,278672
2025-11-29,2025-11-29,2025Q4,@datadog/browser-rum,50941
2025-11-30,2025-11-30,2025Q4,@datadog/browser-rum,63928
2025-12-01,2025-12-01,2025Q4,@datadog/browser-rum,498169
2025-12-02,2025-12-02,2025Q4,@datadog/browser-rum,555696
2025-12-03,2025-12-03,2025Q4,@datadog/browser-rum,571072
2025-12-04,2025-12-04,2025Q4,@datadog/browser-rum,579364
2025-12-05,2025-12-05,2025Q4,@datadog/browser-rum,473968
2025-12-06,2025-12-06,2025Q4,@datadog/browser-rum,78204
2025-12-07,2025-12-07,2025Q4,@datadog/browser-rum,79005
2025-12-08,2025-12-08,2025Q4,@datadog/browser-rum,510028
2025-12-09,2025-12-09,2025Q4,@datadog/browser-rum,579774
2025-12-10,2025-12-10,2025Q4,@datadog/browser-rum,579463
2025-12-11,2025-12-11,2025Q4,@datadog/browser-rum,580398
2025-12-12,2025-12-12,2025Q4,@datadog/browser-rum,496740
2025-12-13,2025-12-13,2025Q4,@datadog/browser-rum,77007
2025-12-14,2025-12-14,2025Q4,@datadog/browser-rum,71483
2025-12-15,2025-12-15,2025Q4,@datadog/browser-rum,532342
2025-12-16,2025-12-16,2025Q4,@datadog/browser-rum,569418
2025-12-17,2025-12-17,2025Q4,@datadog/browser-rum,555542
2025-12-18,2025-12-18,2025Q4,@datadog/browser-rum,528104
2025-12-19,2025-12-19,2025Q4,@datadog/browser-rum,455923
2025-12-20,2025-12-20,2025Q4,@datadog/browser-rum,76058
2025-12-21,2025-12-21,2025Q4,@datadog/browser-rum,69260
2025-12-22,2025-12-22,2025Q4,@datadog/browser-rum,364793
2025-12-23,2025-12-23,2025Q4,@datadog/browser-rum,359647
2025-12-24,2025-12-24,2025Q4,@datadog/browser-rum,206150
2025-12-25,2025-12-25,2025Q4,@datadog/browser-rum,89945
2025-12-26,2025-12-26,2025Q4,@datadog/browser-rum,129448
2025-12-27,2025-12-27,2025Q4,@datadog/browser-rum,43378
2025-12-28,2025-12-28,2025Q4,@datadog/browser-rum,55533
2025-12-29,2025-12-29,2025Q4,@datadog/browser-rum,235807
2025-12-30,2025-12-30,2025Q4,@datadog/browser-rum,235779
2025-12-31,2025-12-31,2025Q4,@datadog/browser-rum,170335
2026-01-01,2026-01-01,2026Q1,@datadog/browser-rum,72699
2026-01-02,2026-01-02,2026Q1,@datadog/browser-rum,197740
2026-01-03,2026-01-03,2026Q1,@datadog/browser-rum,47393
2026-01-04,2026-01-04,2026Q1,@datadog/browser-rum,63614
2026-01-05,2026-01-05,2026Q1,@datadog/browser-rum,482443
2026-01-06,2026-01-06,2026Q1,@datadog/browser-rum,515072
2026-01-07,2026-01-07,2026Q1,@datadog/browser-rum,557519
2026-01-08,2026-01-08,2026Q1,@datadog/browser-rum,574210
2026-01-09,2026-01-09,2026Q1,@datadog/browser-rum,529854
2026-01-10,2026-01-10,2026Q1,@datadog/browser-rum,89637
2026-01-11,2026-01-11,2026Q1,@datadog/browser-rum,79950
2026-01-12,2026-01-12,2026Q1,@datadog/browser-rum,540331
2026-01-13,2026-01-13,2026Q1,@datadog/browser-rum,638017
2026-01-14,2026-01-14,2026Q1,@datadog/browser-rum,616028
2026-01-15,2026-01-15,2026Q1,@datadog/browser-rum,600494
2026-01-16,2026-01-16,2026Q1,@datadog/browser-rum,523335
2026-01-17,2026-01-17,2026Q1,@datadog/browser-rum,91276
2026-01-18,2026-01-18,2026Q1,@datadog/browser-rum,81840
2026-01-19,2026-01-19,2026Q1,@datadog/browser-rum,408828
2026-01-20,2026-01-20,2026Q1,@datadog/browser-rum,596272
2026-01-21,2026-01-21,2026Q1,@datadog/browser-rum,639825
2026-01-22,2026-01-22,2026Q1,@datadog/browser-rum,652281
2026-01-23,2026-01-23,2026Q1,@datadog/browser-rum,577222
2026-01-24,2026-01-24,2026Q1,@datadog/browser-rum,103096
2026-01-25,2026-01-25,2026Q1,@datadog/browser-rum,98131
2026-01-26,2026-01-26,2026Q1,@datadog/browser-rum,571808
2026-01-27,2026-01-27,2026Q1,@datadog/browser-rum,671471
2026-01-28,2026-01-28,2026Q1,@datadog/browser-rum,664679
2026-01-29,2026-01-29,2026Q1,@datadog/browser-rum,642922
2026-01-30,2026-01-30,2026Q1,@datadog/browser-rum,571734
2026-01-31,2026-01-31,2026Q1,@datadog/browser-rum,102465
2026-02-01,2026-02-01,2026Q1,@datadog/browser-rum,98815
